YEAR,GRADE,SEX,WGT,NEG_SCORE,SE_1ITEM,SE_3ITEM,Q30A1,Q30A2,Q30A3,Q30A4
2020,초5,2.0,0.636230837044257,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초5,2.0,0.636230837044257,3.0,1.0,,3.0,4.0,2.0,1.0
2020,초5,2.0,0.636230837044257,3.0,4.0,,3.0,3.0,3.0,4.0
2020,초5,2.0,0.636230837044257,3.6666666666666665,3.0,,3.0,4.0,4.0,3.0
2020,초5,2.0,0.636230837044257,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초5,2.0,0.636230837044257,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2020,초5,2.0,0.636230837044257,2.3333333333333335,1.0,,3.0,3.0,1.0,1.0
2020,초5,2.0,0.636230837044257,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초5,2.0,0.636230837044257,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,2.0,0.636230837044257,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초5,2.0,0.636230837044257,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초5,2.0,0.636230837044257,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초5,2.0,0.636230837044257,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,2.0,1.8450694274283452,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초5,2.0,1.8450694274283452,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2020,초5,2.0,1.8450694274283452,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초5,2.0,1.8450694274283452,3.0,2.0,,3.0,3.0,3.0,2.0
2020,초5,2.0,1.8450694274283452,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2020,초5,2.0,1.8450694274283452,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초5,2.0,1.8450694274283452,3.6666666666666665,2.0,,4.0,4.0,3.0,2.0
2020,초5,2.0,1.8450694274283452,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,2.0,1.8450694274283452,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,2.0,1.8450694274283452,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,1.0,1.0222540789453518,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2020,초4,1.0,1.0222540789453518,3.0,3.0,,3.0,4.0,2.0,3.0
2020,초4,1.0,1.0222540789453518,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,1.0,1.0222540789453518,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,1.0222540789453518,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2020,초4,1.0,1.0222540789453518,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,1.0,1.0222540789453518,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,1.0222540789453518,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,1.0,1.0222540789453518,3.3333333333333335,2.0,,4.0,4.0,2.0,2.0
2020,초4,1.0,1.0222540789453518,4.0,3.0,,4.0,4.0,4.0,3.0
2020,초4,2.0,0.9847089366405762,4.0,3.0,,4.0,4.0,4.0,3.0
2020,초4,2.0,0.9847089366405762,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,2.0,0.9847089366405762,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,2.0,0.9847089366405762,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,2.0,0.9847089366405762,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,2.0,0.9847089366405762,4.0,3.0,,4.0,4.0,4.0,3.0
2020,초4,2.0,0.9847089366405762,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,2.0,0.9847089366405762,3.6666666666666665,3.0,,4.0,3.0,4.0,3.0
2020,초4,2.0,0.9847089366405762,3.3333333333333335,4.0,,4.0,3.0,3.0,4.0
2020,초5,2.0,0.8022040988818891,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2020,초5,1.0,1.0905291993890998,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2020,초5,1.0,1.0905291993890998,2.6666666666666665,1.0,,2.0,3.0,3.0,1.0
2020,초5,2.0,0.8022040988818891,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,1.0,1.0905291993890998,2.6666666666666665,1.0,,3.0,3.0,2.0,1.0
2020,초5,2.0,0.8022040988818891,3.0,3.0,,3.0,4.0,2.0,3.0
2020,초5,2.0,0.8022040988818891,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2020,초5,1.0,1.0905291993890998,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초5,1.0,1.0905291993890998,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,2.0,0.8022040988818891,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,1.0,1.0905291993890998,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,1.0,1.0905291993890998,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,1.0,1.0905291993890998,3.0,3.0,,2.0,3.0,4.0,3.0
2020,초5,1.0,1.0905291993890998,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초5,2.0,0.8022040988818891,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초5,1.0,1.0905291993890998,3.0,1.0,,2.0,4.0,3.0,1.0
2020,초5,1.0,1.0905291993890998,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,2.0,0.8022040988818891,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2020,초5,2.0,0.8022040988818891,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2020,초5,2.0,0.8022040988818891,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초5,1.0,1.0905291993890998,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초5,2.0,0.8022040988818891,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초5,1.0,1.0905291993890998,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,2.0,0.8951899424005237,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,2.0,0.8951899424005237,3.0,2.0,,4.0,4.0,1.0,2.0
2020,초4,2.0,0.8951899424005237,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2020,초4,2.0,0.8951899424005237,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2020,초4,2.0,0.8951899424005237,3.0,2.0,,3.0,4.0,2.0,2.0
2020,초4,2.0,0.8951899424005237,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2020,초4,2.0,0.8951899424005237,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,2.0,0.8951899424005237,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2020,초4,2.0,0.8951899424005237,3.6666666666666665,3.0,,3.0,4.0,4.0,3.0
2020,초4,2.0,0.8951899424005237,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2020,초4,1.0,0.9293218899503197,3.0,2.0,,3.0,3.0,3.0,2.0
2020,초4,1.0,0.9293218899503197,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초4,1.0,0.9293218899503197,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,0.9293218899503197,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,1.0,0.9293218899503197,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,0.9293218899503197,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,0.9293218899503197,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2020,초4,1.0,0.9293218899503197,2.3333333333333335,2.0,,3.0,2.0,2.0,2.0
2020,초4,1.0,0.9293218899503197,2.3333333333333335,2.0,,2.0,3.0,2.0,2.0
2020,초4,1.0,0.9293218899503197,3.0,1.0,,3.0,4.0,2.0,1.0
2020,초4,1.0,0.9293218899503197,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,0.9293218899503197,2.3333333333333335,2.0,,2.0,2.0,3.0,2.0
2020,초6,2.0,1.2459678913006629,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초6,2.0,1.2459678913006629,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초6,2.0,1.2459678913006629,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초6,2.0,1.2459678913006629,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초6,2.0,1.2459678913006629,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초6,2.0,1.2459678913006629,2.0,2.0,,2.0,3.0,1.0,2.0
2020,초6,2.0,1.2459678913006629,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초6,2.0,1.2459678913006629,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2020,초6,1.0,1.0355522728986268,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초6,1.0,1.0355522728986268,2.6666666666666665,1.0,,3.0,3.0,2.0,1.0
2020,초6,1.0,1.0355522728986268,3.0,1.0,,3.0,4.0,2.0,1.0
2020,초6,1.0,1.0355522728986268,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2020,초6,1.0,1.0355522728986268,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초6,1.0,1.0355522728986268,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초6,1.0,1.0355522728986268,2.6666666666666665,1.0,,3.0,4.0,1.0,1.0
2020,초6,1.0,1.0355522728986268,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초6,1.0,1.0355522728986268,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초6,1.0,1.0355522728986268,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초6,1.0,1.0355522728986268,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초6,1.0,1.0355522728986268,2.3333333333333335,2.0,,2.0,3.0,2.0,2.0
2020,초4,1.0,0.8889165903872622,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초4,1.0,0.8889165903872622,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초4,1.0,0.8889165903872622,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,1.0,0.8889165903872622,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,1.0,0.8889165903872622,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,1.0,0.8889165903872622,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,0.8889165903872622,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,0.8889165903872622,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,0.8889165903872622,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,0.8889165903872622,2.6666666666666665,3.0,,1.0,4.0,3.0,3.0
2020,초4,2.0,0.8562686405570227,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2020,초4,2.0,0.8562686405570227,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,2.0,0.8562686405570227,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초4,2.0,0.8562686405570227,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,2.0,0.8562686405570227,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,2.0,0.8562686405570227,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,2.0,0.8562686405570227,3.3333333333333335,4.0,,2.0,4.0,4.0,4.0
2020,초4,2.0,0.8562686405570227,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,2.0,0.8562686405570227,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초4,2.0,0.8562686405570227,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,2.0,0.8562686405570227,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,2.0,0.8562686405570227,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2020,초4,2.0,0.8562686405570227,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,0.5712861598698574,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,0.5712861598698574,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,0.5712861598698574,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,0.5712861598698574,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,0.5712861598698574,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,1.0,0.5712861598698574,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,0.5712861598698574,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,0.5712861598698574,3.0,3.0,,2.0,4.0,3.0,3.0
2020,초4,1.0,0.5712861598698574,3.0,2.0,,3.0,3.0,3.0,2.0
2020,초4,1.0,0.5712861598698574,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,1.0,0.5712861598698574,2.6666666666666665,1.0,,3.0,4.0,1.0,1.0
2020,초4,1.0,0.5712861598698574,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,0.5712861598698574,3.6666666666666665,2.0,,4.0,3.0,4.0,2.0
2020,초4,1.0,0.5712861598698574,3.0,4.0,,2.0,3.0,4.0,4.0
2020,초4,1.0,0.5712861598698574,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,1.0,0.5712861598698574,4.0,3.0,,4.0,4.0,4.0,3.0
2020,초4,1.0,0.5712861598698574,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,1.0,0.5712861598698574,2.0,1.0,,4.0,1.0,1.0,1.0
2020,초4,1.0,0.5712861598698574,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,2.0,0.713886100358435,3.3333333333333335,3.0,,4.0,3.0,3.0,3.0
2020,초4,2.0,0.713886100358435,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,2.0,0.713886100358435,2.3333333333333335,2.0,,2.0,3.0,2.0,2.0
2020,초4,2.0,0.713886100358435,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,2.0,0.713886100358435,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,2.0,0.713886100358435,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,2.0,0.713886100358435,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,2.0,0.713886100358435,2.6666666666666665,1.0,,4.0,3.0,1.0,1.0
2020,초4,2.0,0.713886100358435,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,2.0,0.713886100358435,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2020,초4,2.0,0.713886100358435,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,2.0,0.713886100358435,3.3333333333333335,3.0,,3.0,3.0,4.0,3.0
2020,초4,2.0,0.713886100358435,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2020,초4,2.0,0.713886100358435,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초6,1.0,0.9562589714471739,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2020,초6,1.0,0.9562589714471739,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2020,초6,1.0,0.9562589714471739,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초6,1.0,0.9562589714471739,3.0,2.0,,3.0,3.0,3.0,2.0
2020,초6,1.0,0.9562589714471739,2.3333333333333335,2.0,,3.0,3.0,1.0,2.0
2020,초6,1.0,0.9562589714471739,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2020,초6,1.0,0.9562589714471739,3.0,1.0,,4.0,3.0,2.0,1.0
2020,초6,1.0,0.9562589714471739,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초6,1.0,0.9562589714471739,3.0,3.0,,4.0,3.0,2.0,3.0
2020,초6,1.0,0.9562589714471739,2.6666666666666665,4.0,,3.0,3.0,2.0,4.0
2020,초6,1.0,0.9562589714471739,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초6,1.0,0.9562589714471739,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초6,1.0,0.9562589714471739,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초6,1.0,0.9562589714471739,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초6,2.0,1.0201378403647716,2.6666666666666665,2.0,,2.0,4.0,2.0,2.0
2020,초6,2.0,1.0201378403647716,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2020,초6,2.0,1.0201378403647716,3.6666666666666665,2.0,,4.0,4.0,3.0,2.0
2020,초6,2.0,1.0201378403647716,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초6,2.0,1.0201378403647716,4.0,3.0,,4.0,4.0,4.0,3.0
2020,초6,2.0,1.0201378403647716,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초6,2.0,1.0201378403647716,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초6,2.0,1.0201378403647716,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초6,2.0,1.0201378403647716,3.3333333333333335,4.0,,4.0,4.0,2.0,4.0
2020,초6,2.0,1.0201378403647716,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초5,1.0,1.0089757668916957,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초5,1.0,1.0089757668916957,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2020,초5,1.0,1.0089757668916957,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초5,1.0,1.0089757668916957,2.6666666666666665,4.0,,3.0,3.0,2.0,4.0
2020,초5,1.0,1.0089757668916957,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,1.0,1.0089757668916957,3.3333333333333335,4.0,,3.0,3.0,4.0,4.0
2020,초5,1.0,1.0089757668916957,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초5,1.0,1.0089757668916957,3.0,2.0,,3.0,3.0,3.0,2.0
2020,초5,1.0,1.0089757668916957,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2020,초5,1.0,1.0089757668916957,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초5,1.0,1.0089757668916957,1.3333333333333333,1.0,,1.0,2.0,1.0,1.0
2020,초5,1.0,1.0089757668916957,3.3333333333333335,2.0,,4.0,4.0,2.0,2.0
2020,초5,1.0,1.0089757668916957,2.0,2.0,,1.0,3.0,2.0,2.0
2020,초5,1.0,1.0089757668916957,3.0,2.0,,3.0,3.0,3.0,2.0
2020,초5,1.0,1.0089757668916957,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,2.0,1.2448107675453974,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,2.0,1.2448107675453974,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2020,초5,2.0,1.2448107675453974,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,2.0,1.2448107675453974,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초5,2.0,1.2448107675453974,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초5,2.0,1.2448107675453974,2.3333333333333335,2.0,,3.0,3.0,1.0,2.0
2020,초5,2.0,1.2448107675453974,2.3333333333333335,1.0,,3.0,3.0,1.0,1.0
2020,초5,2.0,1.2448107675453974,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초5,2.0,1.2448107675453974,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2020,초5,2.0,1.2448107675453974,3.0,1.0,,3.0,4.0,2.0,1.0
2020,초4,1.0,2.308945226371691,3.6666666666666665,3.0,,3.0,4.0,4.0,3.0
2020,초4,1.0,2.308945226371691,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,1.0,2.308945226371691,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,2.308945226371691,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,2.308945226371691,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2020,초4,1.0,2.308945226371691,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,2.308945226371691,3.0,3.0,,3.0,3.0,3.0,3.0
2020,초4,1.0,2.308945226371691,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,1.0,2.308945226371691,2.6666666666666665,4.0,,3.0,3.0,2.0,4.0
2020,초4,1.0,2.308945226371691,3.6666666666666665,3.0,,3.0,4.0,4.0,3.0
2020,초4,1.0,2.308945226371691,3.3333333333333335,3.0,,3.0,3.0,4.0,3.0
2020,초4,1.0,2.308945226371691,4.0,4.0,,4.0,4.0,4.0,4.0
2020,초4,2.0,2.177369303545363,2.6666666666666665,2.0,,2.0,3.0,3.0,2.0
2020,초4,2.0,2.177369303545363,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,2.0,2.177369303545363,4.0,3.0,,4.0,4.0,4.0,3.0
2020,초4,2.0,2.177369303545363,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2020,초4,2.0,2.177369303545363,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2020,초4,2.0,2.177369303545363,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2020,초4,2.0,2.177369303545363,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2020,초4,2.0,2.177369303545363,4.0,4.0,,4.0,4.0,4.0,4.0
